token,isin,return_option,schemeName,schemePlan,schemeCode,NAV,ChangeInNAV,ChangeInNAVPer,min_investment,div_frequency,NavDate
44176,INF0QA701136,Dividend - Reinvest,Bajaj Finserv Liquid Fund - Regular (IDCW-D) RI,Regular,BJLFRD-DR,1033.8241,0.00,0.00,100.00,DAILY,4th November 2024
44177,INF0QA701102,Dividend - Reinvest,Bajaj Finserv Liquid Fund - Regular (IDCW-W),Regular,BJLFRW-DR,1033.8241,-1.17,-0.11,100.00,WEEKLY,4th November 2024
44177,INF0QA701144,Dividend - Payout,Bajaj Finserv Liquid Fund - Regular (IDCW-W),Regular,BJLFRW-DP,1033.8241,-1.17,-0.11,100.00,WEEKLY,4th November 2024
44178,INF0QA701110,Dividend - Reinvest,Bajaj Finserv Liquid Fund - Regular (IDCW-F),Regular,BJLFRF-DR,1033.8241,-2.43,-0.23,100.00,FORTNIGHTLY,4th November 2024
44178,INF0QA701151,Dividend - Payout,Bajaj Finserv Liquid Fund - Regular (IDCW-F),Regular,BJLFRF-DP,1033.8241,-2.43,-0.23,100.00,FORTNIGHTLY,4th November 2024
44179,INF0QA701128,Dividend - Reinvest,Bajaj Finserv Liquid Fund - Regular (IDCW-M),Regular,BJLFRM-DR,1037.6004,0.22,0.02,100.00,MONTHLY,4th November 2024
44179,INF0QA701169,Dividend - Payout,Bajaj Finserv Liquid Fund - Regular (IDCW-M),Regular,BJLFRM-DP,1037.6004,0.22,0.02,100.00,MONTHLY,4th November 2024
44180,INF0QA701011,Growth,Bajaj Finserv Liquid Fund - Direct (G),Direct,BJLFDG-GR,1099.8493,0.24,0.02,100.00,,4th November 2024
44181,INF0QA701029,Dividend - Reinvest,Bajaj Finserv Liquid Fund - Direct (IDCW-D) RI,Direct,BJLFDD-DR,1034.6939,0.00,0.00,100.00,DAILY,4th November 2024
44182,INF0QA701037,Dividend - Reinvest,Bajaj Finserv Liquid Fund - Direct (IDCW-W),Direct,BJLFDW-DR,1034.6939,-1.19,-0.11,100.00,WEEKLY,4th November 2024
44182,INF0QA701060,Dividend - Payout,Bajaj Finserv Liquid Fund - Direct (IDCW-W),Direct,BJLFDW-DP,1034.6939,-1.19,-0.11,100.00,WEEKLY,4th November 2024
44183,INF0QA701045,Dividend - Reinvest,Bajaj Finserv Liquid Fund - Direct (IDCW-F),Direct,BJLFDF-DR,1034.6939,-2.53,-0.24,100.00,FORTNIGHTLY,4th November 2024
44183,INF0QA701078,Dividend - Payout,Bajaj Finserv Liquid Fund - Direct (IDCW-F),Direct,BJLFDF-DP,1034.6939,-2.53,-0.24,100.00,FORTNIGHTLY,4th November 2024
44184,INF0QA701052,Dividend - Reinvest,Bajaj Finserv Liquid Fund - Direct (IDCW-M),Direct,BJLFDM-DR,1038.5726,0.22,0.02,100.00,MONTHLY,4th November 2024
44184,INF0QA701086,Dividend - Payout,Bajaj Finserv Liquid Fund - Direct (IDCW-M),Direct,BJLFDM-DP,1038.5726,0.22,0.02,100.00,MONTHLY,4th November 2024
44185,INF0QA701250,Growth,Bajaj Finserv Overnight Fund - Regular (G),Regular,BJONRG-GR,1090.5149,0.18,0.02,100.00,,4th November 2024
44186,INF0QA701292,Dividend - Reinvest,Bajaj Finserv Overnight Fund - Regular (IDCW-D) RI,Regular,BJONRD-DR,1032.8859,0.00,0.00,100.00,DAILY,4th November 2024
44187,INF0QA701268,Dividend - Reinvest,Bajaj Finserv Overnight Fund - Regular (IDCW-W),Regular,BJONRW-DR,1032.8859,-1.04,-0.10,100.00,WEEKLY,4th November 2024
44187,INF0QA701300,Dividend - Payout,Bajaj Finserv Overnight Fund - Regular (IDCW-W),Regular,BJONRW-DP,1032.8859,-1.04,-0.10,100.00,WEEKLY,4th November 2024
44188,INF0QA701276,Dividend - Reinvest,Bajaj Finserv Overnight Fund - Regular (IDCW-F),Regular,BJONRF-DR,1032.8859,-2.37,-0.23,100.00,FORTNIGHTLY,4th November 2024
44188,INF0QA701318,Dividend - Payout,Bajaj Finserv Overnight Fund - Regular (IDCW-F),Regular,BJONRF-DP,1032.8859,-2.37,-0.23,100.00,FORTNIGHTLY,4th November 2024
44189,INF0QA701284,Dividend - Reinvest,Bajaj Finserv Overnight Fund - Regular (IDCW-M),Regular,BJONRM-DR,1036.447,0.18,0.02,100.00,MONTHLY,4th November 2024
44189,INF0QA701326,Dividend - Payout,Bajaj Finserv Overnight Fund - Regular (IDCW-M),Regular,BJONRM-DP,1036.447,0.18,0.02,100.00,MONTHLY,4th November 2024
44190,INF0QA701177,Growth,Bajaj Finserv Overnight Fund - Direct (G),Direct,BJONDG-GR,1091.2442,0.18,0.02,100.00,,4th November 2024
44191,INF0QA701185,Dividend - Reinvest,Bajaj Finserv Overnight Fund - Direct (IDCW-D) RI,Direct,BJONDD-DR,1033.1412,0.00,0.00,100.00,DAILY,4th November 2024
44192,INF0QA701193,Dividend - Reinvest,Bajaj Finserv Overnight Fund - Direct (IDCW-W),Direct,BJONDW-DR,1033.1412,-1.06,-0.10,100.00,WEEKLY,4th November 2024
44192,INF0QA701227,Dividend - Payout,Bajaj Finserv Overnight Fund - Direct (IDCW-W),Direct,BJONDW-DP,1033.1412,-1.06,-0.10,100.00,WEEKLY,4th November 2024
44193,INF0QA701201,Dividend - Reinvest,Bajaj Finserv Overnight Fund - Direct (IDCW-F),Direct,BJONDF-DR,1033.1412,-2.36,-0.23,100.00,FORTNIGHTLY,4th November 2024
44193,INF0QA701235,Dividend - Payout,Bajaj Finserv Overnight Fund - Direct (IDCW-F),Direct,BJONDF-DP,1033.1412,-2.36,-0.23,100.00,FORTNIGHTLY,4th November 2024
44194,INF0QA701219,Dividend - Reinvest,Bajaj Finserv Overnight Fund - Direct (IDCW-M),Direct,BJONDM-DR,1036.7534,0.17,0.02,100.00,MONTHLY,4th November 2024
44194,INF0QA701243,Dividend - Payout,Bajaj Finserv Overnight Fund - Direct (IDCW-M),Direct,BJONDM-DP,1036.7534,0.17,0.02,100.00,MONTHLY,4th November 2024
44195,INF966L01CG3,Growth,Quant Healthcare Fund - Regular (G),Regular,QUHCGP-GR,16.4933,0.10,0.63,5000.00,,4th November 2024
44196,INF966L01CH1,Dividend - Payout,Quant Healthcare Fund - Regular (IDCW),Regular,QUHCDP-DP,16.4933,0.10,0.63,5000.00,,4th November 2024
44196,INF966L01CI9,Dividend - Reinvest,Quant Healthcare Fund - Regular (IDCW),Regular,QUHCDP-DR,16.4933,0.10,0.63,5000.00,,4th November 2024
44197,INF966L01CD0,Growth,Quant Healthcare Fund - Direct (G),Direct,QUHCDG-GR,16.8491,0.11,0.65,5000.00,,4th November 2024
44198,INF966L01CE8,Dividend - Payout,Quant Healthcare Fund - Direct (IDCW),Direct,QUHCD1-DP,16.8481,0.11,0.65,5000.00,,4th November 2024
44198,INF966L01CF5,Dividend - Reinvest,Quant Healthcare Fund - Direct (IDCW),Direct,QUHCD1-DR,16.8481,0.11,0.65,5000.00,,4th November 2024
44199,INF769K01KR3,Growth,Mirae Asset Nifty Bank ETF,Regular,MABTD1-GR,516.3708,-2.62,-0.50,5000.00,,4th November 2024
44199,INF769K01KR3,Growth,Mirae Asset Nifty Bank ETF,Regular,MABTRG-GR,516.3708,-2.62,-0.50,5000.00,,4th November 2024
44204,INF174KA1OI6,Growth,Kotak Quant Fund - Regular (G),Regular,KO297-GR,15.044,-0.23,-1.48,5000.00,,4th November 2024
44205,INF174KA1OJ4,Dividend - Payout,Kotak Quant Fund - Regular (IDCW),Regular,KO298DP-DP,15.044,-0.23,-1.48,5000.00,,4th November 2024
44205,INF174KA1OK2,Dividend - Payout,Kotak Quant Fund - Regular (IDCW),Regular,KO298-DP,15.044,-0.23,-1.48,5000.00,,4th November 2024
44205,INF174KA1OK2,Dividend - Reinvest,Kotak Quant Fund - Regular (IDCW),Regular,KO298-DR,15.044,-0.23,-1.48,5000.00,,4th November 2024
44206,INF174KA1OL0,Growth,Kotak Quant Fund - Direct (G),Direct,KO297D-GR,15.088,-0.22,-1.45,5000.00,,4th November 2024
44207,INF174KA1OM8,Dividend - Payout,Kotak Quant Fund - Direct (IDCW),Direct,KO298DD-DP,15.089,-0.22,-1.44,5000.00,,4th November 2024
44207,INF174KA1ON6,Dividend - Payout,Kotak Quant Fund - Direct (IDCW),Direct,KO298D-DP,15.089,-0.22,-1.44,5000.00,,4th November 2024
44207,INF174KA1ON6,Dividend - Reinvest,Kotak Quant Fund - Direct (IDCW),Direct,KO298D-DR,15.089,-0.22,-1.44,5000.00,,4th November 2024
44208,INF959L01HB8,Growth,Navi Overnight Fund - Regular (G),Regular,ESNOSGG-GR,10.802,0.00,0.02,10.00,,4th November 2024
44209,INF959L01HE2,Dividend - Reinvest,Navi Overnight Fund - Regular (IDCW-D) RI,Regular,ESNOSDR-DR,10.0129,0.00,0.03,10.00,DAILY,4th November 2024
44212,INF959L01GV8,Growth,Navi Overnight Fund - Direct (G),Direct,ESNOGDG-GR,10.8276,0.00,-0.02,10.00,,4th November 2024
44213,INF959L01GW6,Dividend - Reinvest,Navi Overnight Fund - Direct (IDCW-D) RI,Direct,ESNOPDR-DR,10.0129,0.00,0.03,10.00,DAILY,4th November 2024
44216,INF740KA1SZ6,Growth,DSP BSE Sensex ETF,Regular,DS642-GR,79.7572,-0.61,-0.76,5000.00,,4th November 2024
44216,INF740KA1SZ6,Growth,DSP BSE Sensex ETF,Regular,DS642D-GR,79.7572,-0.61,-0.76,5000.00,,4th November 2024
44217,INF740KA1TA7,Growth,DSP Nifty Private Bank ETF,Regular,DS643-GR,25.2175,-0.21,-0.84,5000.00,,4th November 2024
44217,INF740KA1TA7,Growth,DSP Nifty Private Bank ETF,Regular,DS643D-GR,25.2175,-0.21,-0.84,5000.00,,4th November 2024
44218,INF740KA1SY9,Growth,DSP Nifty PSU Bank ETF,Regular,DS644-GR,67.7165,0.37,0.54,5000.00,,4th November 2024
44218,INF740KA1SY9,Growth,DSP Nifty PSU Bank ETF,Regular,DS644D-GR,67.7165,0.37,0.54,5000.00,,4th November 2024
44219,INF0QA701441,Growth,Bajaj Finserv Money Market Fund - Regular (G),Regular,BJMMRG-GR,1094.8395,0.83,0.08,1000.00,,4th November 2024
44220,INF0QA701458,Dividend - Reinvest,Bajaj Finserv Money Market Fund - Regular (IDCW),Regular,BJMMRD-DR,1094.8395,0.83,0.08,1000.00,,4th November 2024
44220,INF0QA701466,Dividend - Payout,Bajaj Finserv Money Market Fund - Regular (IDCW),Regular,BJMMRD-DP,1094.8395,0.83,0.08,1000.00,,4th November 2024
44221,INF0QA701474,Dividend - Reinvest,Bajaj Finserv Money Market Fund - Regular (IDCW-M),Regular,BJMMRM-DR,1044.3326,0.79,0.08,1000.00,MONTHLY,4th November 2024
44221,INF0QA701482,Dividend - Payout,Bajaj Finserv Money Market Fund - Regular (IDCW-M),Regular,BJMMRM-DP,1044.3326,0.79,0.08,1000.00,MONTHLY,4th November 2024
44222,INF0QA701334,Growth,Bajaj Finserv Money Market Fund - Direct (G),Direct,BJMMDG-GR,1102.6077,0.90,0.08,1000.00,,4th November 2024
44223,INF0QA701375,Dividend - Reinvest,Bajaj Finserv Money Market Fund - Direct (IDCW),Direct,BJMMDD-DR,1102.6077,0.90,0.08,1000.00,,4th November 2024
44223,INF0QA701391,Dividend - Payout,Bajaj Finserv Money Market Fund - Direct (IDCW),Direct,BJMMDD-DP,1102.6077,0.90,0.08,1000.00,,4th November 2024
44224,INF0QA701425,Dividend - Reinvest,Bajaj Finserv Money Market Fund - Direct (IDCW-M),Direct,BJMMDM-DR,1039.2017,0.85,0.08,1000.00,MONTHLY,4th November 2024
44224,INF0QA701433,Dividend - Payout,Bajaj Finserv Money Market Fund - Direct (IDCW-M),Direct,BJMMDM-DP,1039.2017,0.85,0.08,1000.00,MONTHLY,4th November 2024
44225,INF789F1AYT7,Growth,UTI-Balanced Advantage Fund - Regular (G),Regular,UTFBGP-GR,12.0046,-0.04,-0.29,5000.00,,4th November 2024
44226,INF789F1AYU5,Dividend - Payout,UTI-Balanced Advantage Fund - Regular (IDCW),Regular,UTFBDP-DP,12.0047,-0.04,-0.29,5000.00,,4th November 2024
44227,INF789F1AYV3,Growth,UTI-Balanced Advantage Fund - Direct (G),Direct,UTFBG1-GR,12.2222,-0.03,-0.23,5000.00,,4th November 2024
44228,INF789F1AYW1,Dividend - Payout,UTI-Balanced Advantage Fund - Direct (IDCW),Direct,UTFBD1-DP,12.2221,-0.03,-0.23,5000.00,,4th November 2024
44229,INF0QA701383,Growth,Bajaj Finserv Flexi Cap Fund - Regular (G),Regular,BJFXRG-GR,14.021,-0.06,-0.42,500.00,,4th November 2024
44230,INF0QA701409,Dividend - Payout,Bajaj Finserv Flexi Cap Fund - Regular (IDCW),Regular,BJFXRD-DP,14.021,-0.06,-0.42,500.00,,4th November 2024
44230,INF0QA701417,Dividend - Reinvest,Bajaj Finserv Flexi Cap Fund - Regular (IDCW),Regular,BJFXRD-DR,14.021,-0.06,-0.42,500.00,,4th November 2024
44231,INF0QA701342,Growth,Bajaj Finserv Flexi Cap Fund - Direct (G),Direct,BJFXDG-GR,14.279,-0.06,-0.43,500.00,,4th November 2024
44232,INF0QA701359,Dividend - Payout,Bajaj Finserv Flexi Cap Fund - Direct (IDCW),Direct,BJFXDD-DP,14.279,-0.06,-0.43,500.00,,4th November 2024
44232,INF0QA701367,Dividend - Reinvest,Bajaj Finserv Flexi Cap Fund - Direct (IDCW),Direct,BJFXDD-DR,14.279,-0.06,-0.43,500.00,,4th November 2024
44233,INF179KC1GX4,Growth,HDFC Transportation and Logistics Fund - Reg (G),Regular,HDHTRGR-GR,15.109,-0.01,-0.07,100.00,,4th November 2024
44234,INF179KC1GY2,Dividend - Payout,HDFC Transportation and Logistics Fund - Reg (IDCW,Regular,HDHTRDP-DP,15.109,-0.01,-0.07,100.00,,4th November 2024
44234,INF179KC1GY2,Dividend - Reinvest,HDFC Transportation and Logistics Fund - Reg (IDCW,Regular,HDHTRDP-DR,15.109,-0.01,-0.07,100.00,,4th November 2024
44234,INF179KC1GZ9,Dividend - Reinvest,HDFC Transportation and Logistics Fund - Reg (IDCW,Regular,HDHTRDR-DR,15.109,-0.01,-0.07,100.00,,4th November 2024
44235,INF179KC1GU0,Growth,HDFC Transportation and Logistics Fund - Dir (G),Direct,HDHTDGR-GR,15.335,-0.02,-0.10,100.00,,4th November 2024
44236,INF179KC1GV8,Dividend - Payout,HDFC Transportation and Logistics Fund - Dir (IDCW,Direct,HDHTDDP-DP,15.335,-0.02,-0.10,100.00,,4th November 2024
44236,INF179KC1GV8,Dividend - Reinvest,HDFC Transportation and Logistics Fund - Dir (IDCW,Direct,HDHTDDP-DR,15.335,-0.02,-0.10,100.00,,4th November 2024
44236,INF179KC1GW6,Dividend - Reinvest,HDFC Transportation and Logistics Fund - Dir (IDCW,Direct,HDHTDDR-DR,15.335,-0.02,-0.10,100.00,,4th November 2024
44241,INF109KC15T5,Growth,ICICI Pru Nifty 200 Quality 30 ETF,Regular,IC5027-GR,21.4494,-0.15,-0.70,1000.00,,4th November 2024
44241,INF109KC15T5,Growth,ICICI Pru Nifty 200 Quality 30 ETF,Regular,IC5027D-GR,21.4494,-0.15,-0.70,1000.00,,4th November 2024
44242,INF959L01HC6,Dividend - Payout,Navi Overnight Fund - Regular (IDCW-W) RI,Regular,ESNOSWR-DP,10.0145,0.00,0.04,10.00,WEEKLY,4th November 2024
44242,INF959L01HC6,Dividend - Reinvest,Navi Overnight Fund - Regular (IDCW-W) RI,Regular,ESNOSWR-DR,10.0145,0.00,0.04,10.00,WEEKLY,4th November 2024
44243,INF959L01HD4,Dividend - Payout,Navi Overnight Fund - Regular (IDCW-M) RI,Regular,ESNOSMR-DP,10.027,0.00,-0.03,10.00,MONTHLY,4th November 2024
44243,INF959L01HD4,Dividend - Reinvest,Navi Overnight Fund - Regular (IDCW-M) RI,Regular,ESNOSMR-DR,10.027,0.00,-0.03,10.00,MONTHLY,4th November 2024
44244,INF959L01GX4,Dividend - Payout,Navi Overnight Fund - Direct (IDCW-W) RI,Direct,ESNODWR-DP,10.0145,0.00,0.04,10.00,WEEKLY,4th November 2024
44244,INF959L01GX4,Dividend - Reinvest,Navi Overnight Fund - Direct (IDCW-W) RI,Direct,ESNODWR-DR,10.0145,0.00,0.04,10.00,WEEKLY,4th November 2024
44245,INF959L01GY2,Dividend - Payout,Navi Overnight Fund - Direct (IDCW-M) RI,Direct,ESNODMR-DP,10.0276,0.00,-0.02,10.00,MONTHLY,4th November 2024
44245,INF959L01GY2,Dividend - Reinvest,Navi Overnight Fund - Direct (IDCW-M) RI,Direct,ESNODMR-DR,10.0276,0.00,-0.02,10.00,MONTHLY,4th November 2024
44246,INF174KA1OO4,Growth,Kotak Nifty Financial Services Ex-Bank Index Fund-,Regular,KO299-GR,13.311,-0.17,-1.25,100.00,,4th November 2024
44247,INF174KA1OP1,Dividend - Payout,Kotak Nifty Financial Services Ex-Bank Index Fund-,Regular,KO300DP-DP,13.312,-0.17,-1.25,100.00,,4th November 2024
44247,INF174KA1OQ9,Dividend - Payout,Kotak Nifty Financial Services Ex-Bank Index Fund-,Regular,KO300-DP,13.312,-0.17,-1.25,100.00,,4th November 2024
44247,INF174KA1OQ9,Dividend - Reinvest,Kotak Nifty Financial Services Ex-Bank Index Fund-,Regular,KO300-DR,13.312,-0.17,-1.25,100.00,,4th November 2024
44248,INF174KA1OR7,Growth,Kotak Nifty Financial Services Ex-Bank Index Fund-,Direct,KO299D-GR,13.407,-0.17,-1.27,100.00,,4th November 2024
44249,INF174KA1OS5,Dividend - Payout,Kotak Nifty Financial Services Ex-Bank Index Fund-,Direct,KO300DD-DP,13.407,-0.17,-1.27,100.00,,4th November 2024
44249,INF174KA1OT3,Dividend - Payout,Kotak Nifty Financial Services Ex-Bank Index Fund-,Direct,KO300D-DP,13.407,-0.17,-1.27,100.00,,4th November 2024
44249,INF174KA1OT3,Dividend - Reinvest,Kotak Nifty Financial Services Ex-Bank Index Fund-,Direct,KO300D-DR,13.407,-0.17,-1.27,100.00,,4th November 2024
44250,INF769K01KS1,Dividend - Reinvest,Mirae Asset Nifty 1D Rate Liquid ETF-IDCW,Regular,MALTDD-DR,1000.0,0.00,0.00,5000.00,DAILY,4th November 2024
44251,INF966L01CN9,Growth,Quant Manufacturing Fund - Regular (G),Regular,QUMFGP-GR,16.5203,-0.05,-0.30,5000.00,,4th November 2024
44252,INF966L01CO7,Dividend - Payout,Quant Manufacturing Fund - Regular (IDCW),Regular,QUMFDP-DP,16.6474,-0.05,-0.31,5000.00,,4th November 2024
44252,INF966L01CP4,Dividend - Reinvest,Quant Manufacturing Fund - Regular (IDCW),Regular,QUMFDP-DR,16.6474,-0.05,-0.31,5000.00,,4th November 2024
44253,INF966L01CJ7,Growth,Quant Manufacturing Fund - Direct (G),Direct,QUMFDG-GR,16.8529,-0.06,-0.34,5000.00,,4th November 2024
44254,INF966L01CK5,Dividend - Payout,Quant Manufacturing Fund - Direct (IDCW),Direct,QUMFD1-DP,16.8508,-0.05,-0.29,5000.00,,4th November 2024
44254,INF966L01CL3,Dividend - Reinvest,Quant Manufacturing Fund - Direct (IDCW),Direct,QUMFD1-DR,16.8508,-0.05,-0.29,5000.00,,4th November 2024
44255,INF582M01JA4,Growth,Union Innovation & Opportunities Fund - Reg (G),Regular,UNIORG-GR,13.96,0.01,0.07,1000.00,,4th November 2024
44256,INF582M01JB2,Dividend - Payout,Union Innovation & Opportunities Fund - Reg (IDCW),Regular,UNIORDP-DP,13.96,0.01,0.07,1000.00,,4th November 2024
44256,INF582M01JC0,Dividend - Reinvest,Union Innovation & Opportunities Fund - Reg (IDCW),Regular,UNIORDR-DR,13.96,0.01,0.07,1000.00,,4th November 2024
44257,INF582M01JE6,Growth,Union Innovation & Opportunities Fund - Dir (G),Direct,UNIODG-GR,14.21,0.02,0.14,1000.00,,4th November 2024
44258,INF582M01JF3,Dividend - Payout,Union Innovation & Opportunities Fund - Dir (IDCW),Direct,UNIODDP-DP,14.21,0.02,0.14,1000.00,,4th November 2024
44258,INF582M01JG1,Dividend - Reinvest,Union Innovation & Opportunities Fund - Dir (IDCW),Direct,UNIODDR-DR,14.21,0.02,0.14,1000.00,,4th November 2024
44259,INF680P01414,Growth,Shriram Multi Asset Allocation Fund - Regular (G),Regular,SH109-GR,12.1651,-0.05,-0.45,500.00,,4th November 2024
44260,INF680P01406,Growth,Shriram Multi Asset Allocation Fund - Direct (G),Direct,SH109D-GR,12.4366,-0.05,-0.43,500.00,,4th November 2024
44261,INF397L01943,Dividend - Reinvest,LIC MF Liquid Fund - Regular (IDCW-W),Regular,LCLFWD-DR,1001.9249,0.20,0.02,5000.00,WEEKLY,4th November 2024
44261,INF397L01950,Dividend - Payout,LIC MF Liquid Fund - Regular (IDCW-W),Regular,LCLFWD-DP,1001.9249,0.20,0.02,5000.00,WEEKLY,4th November 2024
44262,INF397L01968,Dividend - Reinvest,LIC MF Liquid Fund - Regular (IDCW-M),Regular,LCLFMD-DR,1093.9024,0.22,0.02,5000.00,MONTHLY,4th November 2024
44262,INF397L01976,Dividend - Payout,LIC MF Liquid Fund - Regular (IDCW-M),Regular,LCLFMD-DP,1093.9024,0.22,0.02,5000.00,MONTHLY,4th November 2024
44263,INF397L01AL5,Dividend - Reinvest,LIC MF Liquid Fund - Direct (IDCW-W),Direct,LCLFW1-DR,1016.0844,0.20,0.02,5000.00,WEEKLY,4th November 2024
44263,INF397L01AM3,Dividend - Payout,LIC MF Liquid Fund - Direct (IDCW-W),Direct,LCLFW1-DP,1016.0844,0.20,0.02,5000.00,WEEKLY,4th November 2024
44264,INF397L01AJ9,Dividend - Reinvest,LIC MF Liquid Fund - Direct (IDCW-M),Direct,LCLFM1-DR,1110.7204,0.23,0.02,5000.00,MONTHLY,4th November 2024
44264,INF397L01AK7,Dividend - Payout,LIC MF Liquid Fund - Direct (IDCW-M),Direct,LCLFM1-DP,1110.7204,0.23,0.02,5000.00,MONTHLY,4th November 2024
44265,INF397L01FX9,Dividend - Payout,LIC MF Medium to Long Duration Fund-Reg (IDCW-A),Regular,LCBFAD-DP,15.032,0.02,0.15,5000.00,ANNUAL,4th November 2024
44265,INF397L01FY7,Dividend - Reinvest,LIC MF Medium to Long Duration Fund-Reg (IDCW-A),Regular,LCBFAD-DR,15.032,0.02,0.15,5000.00,ANNUAL,4th November 2024
44266,INF397L01FU5,Dividend - Payout,LIC MF Medium to Long Duration Fund-Reg (IDCW-Q),Regular,LCBFQD-DP,15.0319,0.02,0.15,5000.00,QUARTERLY,4th November 2024
44266,INF397L01FV3,Dividend - Reinvest,LIC MF Medium to Long Duration Fund-Reg (IDCW-Q),Regular,LCBFQD-DR,15.0319,0.02,0.15,5000.00,QUARTERLY,4th November 2024
44267,INF397L01GD9,Dividend - Payout,LIC MF Medium to Long Duration Fund-Dir (IDCW-A),Direct,LCBFA1-DP,17.7379,0.03,0.16,5000.00,ANNUAL,4th November 2024
44267,INF397L01GE7,Dividend - Reinvest,LIC MF Medium to Long Duration Fund-Dir (IDCW-A),Direct,LCBFA1-DR,17.7379,0.03,0.16,5000.00,ANNUAL,4th November 2024
44268,INF397L01GA5,Dividend - Payout,LIC MF Medium to Long Duration Fund-Dir (IDCW-Q),Direct,LCBFQ1-DP,17.738,0.03,0.16,5000.00,QUARTERLY,4th November 2024
44268,INF397L01GB3,Dividend - Reinvest,LIC MF Medium to Long Duration Fund-Dir (IDCW-Q),Direct,LCBFQ1-DR,17.738,0.03,0.16,5000.00,QUARTERLY,4th November 2024
44269,INF397L01406,Dividend - Payout,LIC MF Short Duration Fund - Regular (IDCW-M),Regular,LCSDMD-DP,13.8345,0.00,0.03,5000.00,MONTHLY,4th November 2024
44269,INF397L01414,Dividend - Reinvest,LIC MF Short Duration Fund - Regular (IDCW-M),Regular,LCSDMD-DR,13.8345,0.00,0.03,5000.00,MONTHLY,4th November 2024
44270,INF397L01430,Dividend - Payout,LIC MF Short Duration Fund - Regular (IDCW-W),Regular,LCSDWD-DP,12.6964,0.01,0.05,5000.00,WEEKLY,4th November 2024
44270,INF397L01448,Dividend - Reinvest,LIC MF Short Duration Fund - Regular (IDCW-W),Regular,LCSDWD-DR,12.6964,0.01,0.05,5000.00,WEEKLY,4th November 2024
44271,INF397L01BH1,Dividend - Payout,LIC MF Short Duration Fund - Direct (IDCW-M),Direct,LCSDM1-DP,14.683,0.01,0.09,5000.00,MONTHLY,4th November 2024
44271,INF397L01BI9,Dividend - Reinvest,LIC MF Short Duration Fund - Direct (IDCW-M),Direct,LCSDM1-DR,14.683,0.01,0.09,5000.00,MONTHLY,4th November 2024
44272,INF397L01BK5,Dividend - Payout,LIC MF Short Duration Fund - Direct (IDCW-W),Direct,LCSDW1-DP,14.6825,0.01,0.09,5000.00,WEEKLY,4th November 2024
44272,INF397L01BL3,Dividend - Reinvest,LIC MF Short Duration Fund - Direct (IDCW-W),Direct,LCSDW1-DR,14.6825,0.01,0.09,5000.00,WEEKLY,4th November 2024
44273,INF0J8L01131,Growth,NJ Flexi Cap Fund - Regular (G),Regular,NJFCRG-GR,14.05,-0.12,-0.85,500.00,,4th November 2024
44274,INF0J8L01149,Dividend - Payout,NJ Flexi Cap Fund - Regular (IDCW),Regular,NJFCRD-DP,14.05,-0.12,-0.85,500.00,,4th November 2024
44275,INF0J8L01156,Growth,NJ Flexi Cap Fund - Direct (G),Direct,NJFCDG-GR,14.35,-0.11,-0.76,500.00,,4th November 2024
44276,INF0J8L01164,Dividend - Payout,NJ Flexi Cap Fund - Direct (IDCW),Direct,NJFCDD-DP,14.35,-0.11,-0.76,500.00,,4th November 2024
44277,INF336L01RC6,Growth,HSBC Consumption Fund - Regular (G),Regular,HSHCORG-GR,14.4719,-0.05,-0.33,5000.00,,4th November 2024
44278,INF336L01RD4,Dividend - Payout,HSBC Consumption Fund - Regular (IDCW),Regular,HSHCORP-DP,14.4719,-0.05,-0.33,5000.00,,4th November 2024
44278,INF336L01RE2,Dividend - Payout,HSBC Consumption Fund - Regular (IDCW),Regular,HSHCORD-DP,14.4719,-0.05,-0.33,5000.00,,4th November 2024
44278,INF336L01RE2,Dividend - Reinvest,HSBC Consumption Fund - Regular (IDCW),Regular,HSHCORD-DR,14.4719,-0.05,-0.33,5000.00,,4th November 2024
44279,INF336L01QZ9,Growth,HSBC Consumption Fund - Direct (G),Direct,HSHCODG-GR,14.7106,-0.05,-0.33,5000.00,,4th November 2024
44280,INF336L01RA0,Dividend - Payout,HSBC Consumption Fund - Direct (IDCW),Direct,HSHCODP-DP,14.7106,-0.05,-0.33,5000.00,,4th November 2024
44280,INF336L01RB8,Dividend - Payout,HSBC Consumption Fund - Direct (IDCW),Direct,HSHCODD-DP,14.7106,-0.05,-0.33,5000.00,,4th November 2024
44280,INF336L01RB8,Dividend - Reinvest,HSBC Consumption Fund - Direct (IDCW),Direct,HSHCODD-DR,14.7106,-0.05,-0.33,5000.00,,4th November 2024
44281,INF174KA1OU1,Growth,Kotak BSE Housing Index Fund - Regular (G),Regular,KO1195-GR,13.542,-0.21,-1.51,100.00,,4th November 2024
44282,INF174KA1OV9,Dividend - Payout,Kotak BSE Housing Index Fund - Regular (IDCW),Regular,KO119P6-DP,13.542,-0.21,-1.51,100.00,,4th November 2024
44282,INF174KA1OW7,Dividend - Payout,Kotak BSE Housing Index Fund - Regular (IDCW),Regular,KO1196-DP,13.542,-0.21,-1.51,100.00,,4th November 2024
44282,INF174KA1OW7,Dividend - Reinvest,Kotak BSE Housing Index Fund - Regular (IDCW),Regular,KO1196-DR,13.542,-0.21,-1.51,100.00,,4th November 2024
44283,INF174KA1OX5,Growth,Kotak BSE Housing Index Fund - Direct (G),Direct,KO1195D-GR,13.636,-0.20,-1.47,100.00,,4th November 2024
